,AAPL,AMZN,ATT,AUD,BOND,EUR,GE,GOLD,INTC,SILVER,SPY
2002-08-13,0.260536,0.6965,20.113293,0.538,937.6815051,0.9837,238.07692,315.65,16.700001,4.58,88.970001
2002-08-14,0.270893,0.6955,21.253777,0.5374,938.578945,0.9782,245.384613,311.65,18.290001,4.46,92.220001
2002-08-15,0.27875,0.731,21.193354,0.5428,934.7988897,0.9816,248.384613,314.65,18.610001,4.493,93.5
2002-08-16,0.282321,0.745,21.669184,0.5461,930.2259145,0.9847,242.692307,313.95,18.75,4.503,93.220001
2002-08-19,0.285357,0.775,22.560423,0.5422,931.3944056,0.9759,253.0,306.75,19.459999,4.41,95.400002
2002-08-20,0.284107,0.799,20.906343,0.5461,936.836557,0.9788,248.07692,309.45,18.969999,4.44,94.389999
2002-08-21,0.287857,0.769,21.231117,0.5446,936.5647439,0.981,248.461533,308.05,19.59,4.42,95.75
2002-08-22,0.285179,0.7865,20.679758,0.5414,933.8339478,0.9688,251.538467,307.05,19.15,4.475,96.68
2002-08-23,0.280893,0.7585,19.864048,0.5433,936.2915739,0.9731,248.07692,307.05,17.959999,4.43,94.599998
2002-08-26,0.277321,0.7465,20.128399,0.5445,937.1706124,0.9718,246.692307,309.45,18.129999,4.44,95.260002
2002-08-27,0.265179,0.726,20.060423,0.5531,934.7110368,0.9827,245.769226,312.75,17.18,4.51,94.160004
2002-08-28,0.2625,0.7285,19.493958,0.5508,936.7229734,0.9786,240.769226,310.05,16.84,4.5,92.099998
2002-08-29,0.2625,0.757,19.486404,0.5522,938.5774738,0.984,233.461533,313.45,17.139999,4.53,92.139999
2002-08-30,0.263393,0.747,18.685801,0.5505,939.2813661,0.9823,231.92308,312.75,16.67,4.46,91.779999
2002-09-03,0.250893,0.73,17.44713,0.5485,944.236199,0.9975,218.92308,314.15,15.86,4.485,88.279999
2002-09-04,0.258571,0.7415,18.353474,0.5456,944.8258241,0.9919,220.769226,314.65,16.110001,4.48,89.540001
2002-09-05,0.253214,0.7125,17.726585,0.5428,946.146814,0.9916,215.384613,319.25,15.11,4.53,88.779999
2002-09-06,0.256786,0.7655,18.126888,0.5478,941.4155606,0.9819,217.692307,320.25,16.219999,4.525,90.0
2002-09-09,0.256607,0.8255,18.534742,0.5477,940.916969,0.9796,221.384613,321.25,16.08,4.58,90.660004
2002-09-10,0.255893,0.8565,18.79154,0.5485,942.8472617,0.9748,223.692307,317.75,16.469999,4.56,91.699997
2002-09-11,0.255179,0.8555,19.52417,0.5482,940.764441,0.9761,223.07692,317.65,16.620001,4.5629,91.129997
2002-09-12,0.2525,0.8375,18.768883,0.5521,944.286782,0.9815,215.384613,319.05,15.7,4.603,89.449997
2002-09-13,0.253036,0.8305,18.542295,0.5502,946.7987293,0.9718,208.07692,316.85,16.030001,4.565,89.669998
2002-09-16,0.258929,0.8355,18.564955,0.5477,947.8917953,0.9689,214.615387,317.45,15.7,4.56,89.889999
2002-09-17,0.264286,0.8675,18.353474,0.5478,948.2277123,0.974,213.07692,318.35,15.57,4.5875,87.830002
2002-09-18,0.268214,0.8865,18.255287,0.5487,947.9111754,0.9778,210.384613,320.35,15.28,4.62,86.949997
2002-09-19,0.260357,0.8605,17.658609,0.5496,950.0384651,0.9873,204.230774,323.35,14.98,4.65,84.699997
2002-09-20,0.265536,0.793,17.522659,0.5461,949.1826085,0.9826,205.769226,322.15,14.9,4.63,84.349998
2002-09-23,0.265179,0.8025,17.152569,0.5438,950.9613128,0.9786,203.07692,323.25,14.13,4.63,83.660004
2002-09-24,0.261429,0.7965,17.092146,0.544,950.5314846,0.9818,199.230774,326.15,14.34,4.65,82.309998
2002-09-25,0.266607,0.7865,17.061934,0.5461,947.4073224,0.9764,207.692307,322.25,15.2,4.58,84.349998
2002-09-26,0.2625,0.8575,16.540785,0.545,947.4386761,0.9772,203.0,320.05,15.15,4.51,85.730003
2002-09-27,0.262857,0.8505,15.219033,0.5436,949.5901855,0.9807,188.230774,319.95,14.62,4.49,82.75
2002-09-30,0.258929,0.7965,15.181269,0.5426,951.8018848,0.9866,189.615387,323.55,13.89,4.54,81.790001
2002-10-01,0.259107,0.8475,15.725076,0.5447,949.1135726,0.9826,201.538467,320.35,14.67,4.485,85.720001
2002-10-02,0.253036,0.8505,15.241692,0.5439,949.578872,0.9866,190.769226,323.05,14.3,4.5,83.150002
2002-10-03,0.255357,0.8375,16.465258,0.5467,949.5055902,0.988,189.384613,321.65,13.84,4.48,82.309998
2002-10-04,0.250536,0.8275,16.329306,0.5468,948.9113215,0.9788,184.692307,322.25,13.71,4.49,80.800003
2002-10-07,0.245893,0.832,15.883686,0.5499,949.541352,0.9829,176.538467,322.45,13.82,4.44,79.129997
2002-10-08,0.244286,0.847,15.468278,0.5465,947.7579534,0.9791,179.615387,318.25,13.22,4.378,80.370003
2002-10-09,0.242679,0.843,15.377644,0.5487,949.2124804,0.9902,169.230774,320.05,13.46,4.37,78.099998
2002-10-10,0.251964,0.898,16.049849,0.5482,946.8741865,0.9862,173.846161,316.85,14.18,4.288,80.629997
2002-10-11,0.259107,0.923,16.956194,0.5497,943.6861865,0.9875,186.230774,316.75,15.22,4.32,84.160004
2002-10-15,0.270714,0.947,17.94562,0.5472,938.0351433,0.9818,201.538467,313.55,16.52,4.315,88.699997
2002-10-16,0.26,0.9745,17.560423,0.5489,936.6015159,0.9809,196.92308,314.55,13.54,4.37,86.550003
2002-10-17,0.251964,0.937,18.504532,0.551,933.70248,0.9707,206.846161,311.45,14.23,4.355,88.269997
2002-10-18,0.256071,0.952,19.070997,0.5506,933.5619771,0.9714,205.0,312.85,14.46,4.36,88.639999
2002-10-21,0.26,0.963,19.448641,0.5544,931.3664939,0.9736,208.846161,311.15,15.45,4.35,90.169998
2002-10-22,0.2625,0.969,20.430513,0.5531,930.8795365,0.9776,208.230774,313.05,15.12,4.42,89.519997
2002-10-23,0.265714,0.9875,19.52417,0.5534,931.1381842,0.9753,206.92308,311.95,16.16,4.41,90.199997
2002-10-24,0.262321,0.993,19.373112,0.5546,934.2569227,0.9779,200.0,311.65,15.63,4.37,88.360001
2002-10-25,0.275357,0.965,18.859516,0.5557,936.4128365,0.9758,201.846161,313.85,16.59,4.412,90.199997
2002-10-28,0.27875,0.9295,19.501511,0.5588,938.1348842,0.984,201.92308,315.65,16.809999,4.41,89.610001
2002-10-29,0.275714,0.9285,19.070997,0.557,942.9926317,0.9831,198.846161,316.85,16.4,4.5,88.57
2002-10-30,0.285357,0.954,19.60725,0.553,942.6775803,0.984,193.461533,316.05,16.99,4.4945,89.43
2002-10-31,0.286964,0.968,19.380665,0.5547,944.5278748,0.9903,194.230774,317.75,17.299999,4.51,88.519997
2002-11-01,0.292143,0.99,20.581572,0.5595,942.7144989,0.9966,200.0,319.75,18.299999,4.505,90.269997
2002-11-04,0.301607,0.939,21.049849,0.5616,941.7588232,0.998,203.846161,318.55,18.77,4.515,91.129997
2002-11-05,0.301786,0.936,20.936556,0.5613,941.2362703,0.9998,203.846161,317.75,18.35,4.49,91.849998
2002-11-06,0.3075,0.967,20.996979,0.5645,943.3366785,1.0039,204.615387,318.15,19.15,4.488,93.040001
2002-11-07,0.285714,0.956,20.219032,0.5669,948.1108667,1.0097,200.846161,321.05,18.440001,4.555,90.760002
2002-11-08,0.282857,0.9755,20.551359,0.5641,949.2837205,1.0132,193.07692,321.55,18.15,4.537,89.650002
2002-11-12,0.279286,0.991,18.889729,0.561,949.0199015,1.013,183.461533,324.45,17.790001,4.6,88.959999
2002-11-13,0.278393,1.0205,18.36858,0.5604,949.6299219,1.0084,185.307693,319.15,18.120001,4.56,89.050003
2002-11-14,0.291071,1.0605,18.429003,0.564,945.3437929,1.0041,188.461533,318.25,19.209999,4.567,90.730003
2002-11-15,0.284821,1.1105,19.025681,0.5636,945.5822203,1.0098,183.538467,320.55,18.799999,4.57,91.400002
2002-11-18,0.279464,1.121,19.365559,0.5621,947.1090629,1.0091,181.538467,319.25,18.549999,4.542,90.480003
2002-11-19,0.272679,1.0645,19.244713,0.5591,948.1339621,1.0024,183.846161,318.95,18.15,4.555,90.360001
2002-11-20,0.277321,1.145,19.788521,0.5608,944.9396863,1.0013,190.769226,317.85,19.15,4.54,92.370003
2002-11-21,0.291964,1.17,20.755287,0.5629,943.1206892,1.0026,206.538467,317.65,20.209999,4.47,94.089996
2002-11-22,0.285893,1.1995,20.808157,0.5636,941.8726103,0.9968,203.461533,321.05,20.049999,4.558,93.419998
2002-11-25,0.285179,1.2125,21.450151,0.5597,941.7569091,0.9923,206.153839,318.15,20.48,4.48,93.480003
2002-11-26,0.275179,1.17,20.732628,0.5599,945.0195935,0.9937,202.692307,318.35,20.200001,4.44,91.699997
2002-11-27,0.280714,1.204,21.699396,0.5569,939.8063639,0.9903,208.846161,316.75,20.9,4.43,94.279999
2002-11-29,0.276786,1.1675,21.525681,0.561,941.7467666,0.9943,208.615387,318.15,20.879999,4.44,93.980003
2002-12-02,0.271071,1.2055,21.412388,0.5602,941.7865336,0.9968,209.230774,317.85,21.049999,4.4426,94.129997
2002-12-03,0.270714,1.187,20.339878,0.5594,941.5758422,0.9972,205.769226,320.75,20.309999,4.5525,92.870003
2002-12-04,0.267321,1.1695,19.977341,0.5608,943.4546775,1.0009,204.0,322.15,19.67,4.57,92.449997
2002-12-05,0.26125,1.129,19.826284,0.5615,945.2121011,1.0006,198.461533,324.65,18.959999,4.63,91.43
2002-12-06,0.266964,1.1305,19.962236,0.5616,946.218043,1.0091,200.384613,326.25,18.709999,4.64,92.029999
2002-12-09,0.263393,1.084,19.403322,0.5633,947.7328863,1.0109,196.153839,326.0,17.68,4.61,89.5
2002-12-10,0.272857,1.093,19.410875,0.5595,947.8665848,1.0082,199.461533,323.75,18.129999,4.61,90.699997
2002-12-11,0.276607,1.1065,19.282476,0.5603,950.0709815,1.0087,201.07692,324.85,18.16,4.635,90.779999
2002-12-12,0.27125,1.115,19.305136,0.5655,949.9713473,1.0186,199.230774,331.25,18.190001,4.73,90.769997
2002-12-13,0.264107,1.109,19.448641,0.5653,948.7417544,1.0241,196.153839,333.15,17.58,4.7,89.339996
2002-12-16,0.265179,1.1255,20.490936,0.5662,946.9173999,1.0223,203.307693,336.65,18.219999,4.71,91.650002
2002-12-17,0.269286,1.123,20.808157,0.5665,947.8357426,1.0277,200.0,336.75,17.889999,4.63,90.849998
2002-12-18,0.260179,1.105,20.581572,0.5662,950.2971551,1.0279,197.384613,343.25,17.129999,4.685,89.800003
2002-12-19,0.253571,1.0845,20.913897,0.566,953.4216583,1.0271,195.384613,345.55,17.0,4.6825,89.160004
2002-12-20,0.2525,1.0965,21.306646,0.5638,953.3473807,1.0276,199.615387,340.75,17.01,4.61,89.989998
2002-12-23,0.25875,1.112,21.148035,0.5619,952.8766584,1.0267,197.92308,345.65,17.209999,4.66,90.019997
2002-12-24,0.256429,1.094,20.996979,0.5637,954.3707688,1.0302,194.846161,346.55,16.780001,4.662,89.349998
2002-12-26,0.257143,1.015,21.185801,0.5639,954.9769933,1.0375,194.615387,349.65,16.690001,4.71,89.389999
2002-12-27,0.251071,0.943,20.604231,0.5613,958.1674539,1.0441,190.0,349.25,16.4,4.7,87.379997
2002-12-30,0.25125,0.9625,20.596678,0.5654,959.2811319,1.0479,188.461533,343.65,15.76,4.65,88.110001
2002-12-31,0.255893,0.9445,20.47583,0.5616,958.3533559,1.0492,187.307693,348.05,15.57,4.78,88.230003
2003-01-02,0.264286,0.9785,21.835346,0.5636,951.5013819,1.0362,196.0,346.05,16.690001,4.818,91.07
2003-01-03,0.266071,1.026,21.812689,0.5676,951.6769941,1.0428,195.384613,351.25,16.540001,4.89,91.349998
2003-01-06,0.266071,1.035,23.557402,0.5759,951.3618432,1.0456,200.384613,351.25,17.18,4.8975,92.959999
2003-01-07,0.265179,1.0775,22.87009,0.5738,953.3191316,1.0409,199.230774,347.25,17.360001,4.8,92.730003
2003-01-08,0.259821,1.051,21.73716,0.5763,955.0606922,1.0499,196.153839,353.63,16.68,4.85,91.389999
2003-01-09,0.262143,1.0725,21.956194,0.5768,949.1346615,1.0485,199.230774,352.75,17.059999,4.84,92.809998
2003-01-10,0.262857,1.066,21.752266,0.5836,949.3878234,1.0576,197.307693,354.75,17.42,4.863,93.059998
2003-01-13,0.26125,1.102,21.722054,0.5851,950.9226821,1.054,197.230774,354.55,17.379999,4.83,93.029999
2003-01-14,0.260893,1.137,22.364048,0.5845,952.4828927,1.0552,197.769226,351.35,17.790001,4.76,93.330002
2003-01-15,0.257679,1.1135,21.555891,0.5843,953.4492319,1.0559,193.769226,350.75,17.35,4.765,92.400002
2003-01-16,0.261071,1.09,21.034742,0.5883,953.1770298,1.0619,192.538467,357.45,17.200001,4.83,92.019997
2003-01-17,0.251786,1.07,20.604231,0.5925,954.7533998,1.0678,191.384613,356.55,16.34,4.8,90.660004
2003-01-21,0.250357,1.054,20.166162,0.5889,955.7877246,1.0721,185.07692,357.75,16.290001,4.815,89.25
2003-01-22,0.247857,1.0585,20.339878,0.5855,957.3976242,1.0732,181.153839,361.85,16.25,4.86,88.169998
2003-01-23,0.253036,1.0895,19.282476,0.5915,956.2827204,1.0745,184.230774,363.05,16.67,4.79,88.709999
2003-01-24,0.246429,1.1055,18.534742,0.5917,957.7287926,1.0827,177.384613,368.25,15.85,4.87,86.379997
2003-01-27,0.252321,1.089,18.768883,0.5894,955.9096014,1.0853,177.307693,369.65,15.88,4.83,85.199997
2003-01-28,0.260357,1.081,18.36858,0.5888,955.473969,1.0818,178.07692,369.25,16.030001,4.865,85.830002
2003-01-29,0.266607,1.104,18.36858,0.5904,953.8788922,1.0838,177.153839,365.95,16.66,4.81,86.480003
2003-01-30,0.255714,1.091,18.013596,0.5892,955.4102914,1.0823,173.461533,370.35,15.78,4.88,84.43
2003-01-31,0.256429,1.0925,18.459215,0.5871,956.3315747,1.0768,178.0,368.15,15.66,4.84,86.059998
2003-02-03,0.261786,1.108,19.093657,0.5851,956.2051345,1.0795,181.92308,371.05,15.78,4.84,86.230003
2003-02-04,0.260714,1.1025,19.350452,0.5912,958.1132131,1.0884,177.307693,381.25,15.64,4.93,85.379997
2003-02-05,0.258036,1.1085,19.146526,0.5906,955.7978065,1.0785,176.92308,371.75,15.58,4.7438,84.849998
2003-02-06,0.257679,1.1045,18.814199,0.5914,957.8941692,1.0832,176.07692,370.05,15.41,4.67,84.449997
2003-02-07,0.252679,1.072,19.018127,0.5903,958.8658411,1.0821,174.615387,369.75,15.05,4.65,83.419998
2003-02-10,0.25625,1.07,18.504532,0.5897,957.2032974,1.0718,174.07692,362.15,15.27,4.58,84.010002
2003-02-11,0.25625,1.039,17.907854,0.5909,957.6514755,1.0735,173.07692,363.88,15.34,4.58,83.43
2003-02-12,0.256964,1.0565,17.424471,0.5874,959.0001064,1.0714,171.153839,352.75,15.15,4.505,82.099998
2003-02-13,0.259643,1.003,16.956194,0.5954,960.8714684,1.0832,170.538467,356.55,15.53,4.54,82.349998
2003-02-14,0.261964,1.003,17.635952,0.5921,957.9918955,1.0793,172.92308,351.55,16.15,4.54,84.150002
2003-02-18,0.272679,1.0695,17.89275,0.5897,958.336751,1.0688,176.230774,343.55,16.73,4.56,85.629997
2003-02-19,0.265179,1.0595,17.39426,0.5944,960.6188264,1.0748,179.615387,349.45,16.780001,4.63,85.18
2003-02-20,0.26375,1.068,16.087612,0.598,962.0174176,1.0821,179.615387,352.25,16.959999,4.672,84.330002
2003-02-21,0.267857,1.089,15.6571,0.5976,960.3133037,1.0772,183.07692,351.35,16.790001,4.675,85.18
2003-02-24,0.263214,1.089,15.672205,0.6051,962.0713883,1.08,180.153839,357.75,16.540001,4.72,83.800003
2003-02-25,0.268214,1.094,16.125378,0.6057,963.1178594,1.0759,184.461533,351.85,16.73,4.65,84.470001
2003-02-26,0.258929,1.082,15.60423,0.6076,964.2325457,1.0791,179.769226,354.35,16.24,4.66,83.239998
2003-02-27,0.265357,1.081,15.913897,0.6052,964.695956,1.0745,183.846161,345.45,16.700001,4.57,84.339996
2003-02-28,0.268036,1.1005,15.70997,0.6085,966.9747454,1.0807,185.0,349.95,17.25,4.6,84.900002
2003-03-03,0.261607,1.0905,15.672205,0.6143,967.7116027,1.0891,183.846161,349.05,16.66,4.66,84.089996
2003-03-04,0.26,1.1135,15.453172,0.6137,968.3540573,1.0925,180.0,354.25,16.620001,4.67,82.75
2003-03-05,0.261071,1.121,15.747734,0.6164,969.2531169,1.0971,183.07692,353.55,16.98,4.64,83.449997
2003-03-06,0.26,1.1345,15.422961,0.6139,968.1491018,1.0969,184.230774,356.25,16.66,4.67,82.75
2003-03-07,0.259464,1.1485,15.475831,0.6134,968.9623201,1.1008,186.92308,350.75,16.01,4.67,83.32
2003-03-10,0.256607,1.144,14.614804,0.6147,970.4683712,1.1054,181.538467,354.45,15.9,4.685,81.32
2003-03-11,0.254107,1.139,14.607251,0.6043,969.6640316,1.1045,179.615387,350.65,15.85,4.68,80.519997
2003-03-12,0.253929,1.168,14.690332,0.5942,968.8342373,1.0992,183.07692,345.75,16.17,4.63,81.059998
2003-03-13,0.262857,1.221,15.483384,0.5954,963.8308232,1.0785,193.92308,334.35,17.35,4.54,83.860001
2003-03-14,0.263929,1.2355,15.747734,0.5983,964.7637051,1.0747,197.307693,336.35,17.17,4.54,84.129997
2003-03-17,0.268036,1.3275,16.419941,0.5934,961.489446,1.063,202.07692,336.55,18.059999,4.45,86.779999
2003-03-18,0.267857,1.339,16.216011,0.594,958.9256856,1.0636,203.07692,337.85,18.25,4.46,87.290001
2003-03-19,0.266964,1.327,16.480364,0.5906,956.7985837,1.0568,207.538467,336.45,17.98,4.42,87.959999
2003-03-20,0.26625,1.3725,16.442598,0.5934,955.3045342,1.0615,206.538467,332.25,18.27,4.41,88.150002
2003-03-21,0.267857,1.3965,16.344412,0.5903,952.2555706,1.0525,215.384613,326.05,18.92,4.35,89.669998
2003-03-24,0.256607,1.3115,15.808157,0.5952,956.8291345,1.0646,205.615387,329.65,17.82,4.37,86.690002
2003-03-25,0.259821,1.345,15.97432,0.5975,957.1980922,1.0657,207.538467,328.55,18.040001,4.39,87.519997
2003-03-26,0.257321,1.388,16.185801,0.599,958.2930032,1.0695,204.615387,330.25,17.889999,4.4,87.080002
2003-03-27,0.25875,1.3885,15.747734,0.6007,959.0117875,1.0686,203.384613,329.25,17.58,4.39,87.150002
2003-03-28,0.260179,1.359,15.287009,0.601,960.3452058,1.0779,200.230774,331.85,17.219999,4.43,86.709999
2003-03-31,0.2525,1.3015,15.151057,0.6045,963.360305,1.0915,196.153839,337.45,16.280001,4.46,84.739998
2003-04-01,0.252857,1.277,16.148035,0.6053,963.1389142,1.0924,201.0,334.95,16.42,4.43,86.040001
2003-04-02,0.260714,1.319,16.729607,0.6016,959.6567959,1.0769,208.07692,329.95,17.52,4.4,88.120003
2003-04-03,0.258214,1.3325,16.374622,0.6017,960.4345289,1.0764,211.92308,325.25,17.57,4.41,87.699997
2003-04-04,0.257321,1.311,16.540785,0.6011,959.7186363,1.0735,212.538467,325.55,17.049999,4.41,88.220001
2003-04-07,0.25875,1.341,16.548338,0.5986,957.6548021,1.0695,213.538467,323.05,17.35,4.42,88.050003
2003-04-08,0.258036,1.326,16.223564,0.6012,960.5823007,1.0712,215.846161,322.75,17.1,4.47,88.190002
2003-04-09,0.253393,1.253,15.883686,0.6057,961.8797189,1.0774,210.0,326.85,16.68,4.48,87.029999
2003-04-10,0.256607,1.2835,15.898792,0.6062,960.635163,1.0782,210.615387,326.55,16.879999,4.49,87.510002
2003-04-11,0.235714,1.2875,15.641994,0.6051,959.2289147,1.0752,212.692307,328.05,16.74,4.49,87.150002
2003-04-14,0.2425,1.2525,16.004532,0.6047,958.1385216,1.0774,213.538467,324.85,17.16,4.53,88.949997
2003-04-15,0.239107,1.2565,16.049849,0.6063,960.2965216,1.08,217.692307,324.95,17.129999,4.52,89.779999
2003-04-16,0.236429,1.219,15.324773,0.6127,961.4906807,1.0908,214.07692,326.45,18.16,4.4875,88.25
2003-04-17,0.234286,1.2495,15.558912,0.6132,961.0907196,1.088,219.153839,327.15,18.66,4.47,89.559998
2003-04-21,0.234643,1.2625,15.128399,0.6143,960.9976298,1.0871,216.615387,333.55,18.65,4.53,89.650002
2003-04-22,0.24125,1.279,15.090634,0.6209,961.1686793,1.0974,223.0,332.95,19.0,4.6,91.339996
2003-04-23,0.2425,1.2715,16.465258,0.6171,961.5526412,1.0965,226.07692,331.25,19.48,4.62,92.18
2003-04-24,0.24,1.256,17.009064,0.6177,964.7048218,1.1035,223.846161,334.45,18.950001,4.64,91.360001
2003-04-25,0.238393,1.4485,16.706949,0.6168,965.633212,1.104,223.92308,333.25,18.280001,4.63,90.230003
2003-04-28,0.2475,1.4555,17.409367,0.6181,965.4372637,1.0987,227.07692,333.85,18.75,4.57,91.790001
2003-04-29,0.251071,1.4445,17.409367,0.6229,964.492086,1.1083,226.153839,334.25,18.92,4.55,92.110001
2003-04-30,0.253929,1.4345,17.643505,0.6267,968.4337207,1.1184,226.538467,338.55,18.4,4.6529,91.910004
2003-05-01,0.256429,1.433,17.590633,0.6312,968.4757377,1.1233,223.846161,341.75,18.530001,4.76,91.900002
2003-05-02,0.258036,1.4715,18.134441,0.6311,966.6538637,1.1233,223.692307,340.95,19.030001,4.78,93.209999
2003-05-05,0.287321,1.498,17.771902,0.6347,967.8363643,1.1292,221.769226,342.25,19.02,4.8,93.029999
2003-05-06,0.3125,1.544,17.938066,0.6424,970.8903536,1.1438,224.0,344.25,19.530001,4.78,93.910004
2003-05-07,0.315179,1.535,17.424471,0.638,974.2837481,1.1357,221.92308,342.05,19.200001,4.72,93.389999
2003-05-08,0.321429,1.5225,17.379154,0.6418,974.8521831,1.1489,219.0,348.65,18.870001,4.78,92.449997
2003-05-09,0.326786,1.548,17.877644,0.6458,974.3488372,1.1487,223.07692,348.55,19.58,4.78,93.730003
2003-05-12,0.331429,1.585,18.610271,0.6497,975.7759239,1.1563,222.846161,351.25,19.99,4.85,94.879997
2003-05-13,0.333393,1.6475,18.534742,0.6484,976.0292616,1.1532,219.615387,349.85,19.83,4.825,94.709999
2003-05-14,0.33125,1.63,18.625378,0.6469,979.3174249,1.1483,220.07692,352.45,19.66,4.85,94.510002
2003-05-15,0.334464,1.6315,18.700907,0.6408,978.4566564,1.1386,219.07692,351.95,20.0,4.78,95.110001
2003-05-16,0.335714,1.6525,18.844412,0.6525,980.9106305,1.1592,214.230774,354.75,19.5,4.78,94.870003
2003-05-19,0.323214,1.578,18.391239,0.6544,980.9250905,1.1657,211.92308,366.25,18.67,4.81,92.650002
2003-05-20,0.317679,1.574,18.406343,0.6585,983.445955,1.1714,213.307693,367.95,18.66,4.765,92.459999
2003-05-21,0.31875,1.5875,18.172205,0.6547,982.3896228,1.1634,212.307693,371.55,18.84,4.71,92.650002
2003-05-22,0.325714,1.65,18.277946,0.6577,983.5080249,1.1693,213.307693,367.05,18.77,4.65,93.57
2003-05-23,0.327143,1.636,18.995468,0.6603,983.7258583,1.1837,212.615387,368.75,18.809999,4.64,93.760002
2003-05-27,0.337143,1.7425,19.222054,0.6553,981.8716676,1.182,217.769226,366.25,19.780001,4.62,95.400002
2003-05-28,0.326429,1.743,19.123867,0.651,980.9434312,1.1758,217.461533,365.05,19.74,4.63,95.669998
2003-05-29,0.323214,1.7775,19.033234,0.6524,983.7761404,1.1909,217.307693,369.25,20.83,4.575,95.419998
2003-05-30,0.320536,1.7945,19.229607,0.6528,983.5693358,1.1784,220.769226,364.45,20.82,4.53,96.949997
2003-06-02,0.311607,1.77,19.486404,0.6578,981.3342309,1.1767,223.07692,365.85,20.379999,4.5,97.349998
2003-06-03,0.309107,1.7615,19.509064,0.6614,984.4201939,1.173,223.461533,365.25,21.1,4.51,97.75
2003-06-04,0.314286,1.7695,19.773415,0.6636,985.5877964,1.1643,225.846161,361.28,21.379999,4.485,99.160004
2003-06-05,0.315,1.776,20.037764,0.6648,983.9131842,1.1845,229.07692,368.75,21.84,4.5,99.650002
2003-06-06,0.30625,1.6675,19.954683,0.6586,983.6894442,1.1699,233.07692,363.75,21.76,4.54,99.260002
2003-06-09,0.299821,1.684,19.486404,0.6572,986.535792,1.1717,231.846161,361.85,21.67,4.528,98.25
2003-06-10,0.306786,1.7035,19.441088,0.6558,989.5678673,1.1674,235.307693,352.15,21.969999,4.47,99.25
2003-06-11,0.311607,1.7325,19.509064,0.6622,989.3348864,1.175,238.307693,355.65,21.889999,4.5,100.300003
2003-06-12,0.317321,1.76,19.652569,0.6652,990.3480991,1.1766,239.0,353.45,22.139999,4.51,100.610001
2003-06-13,0.311071,1.7065,19.123867,0.6686,992.4205054,1.187,235.769226,356.65,21.360001,4.58,99.559998
2003-06-16,0.32625,1.792,19.52417,0.6675,990.0176126,1.1825,241.07692,359.15,21.870001,4.61,101.660004
2003-06-17,0.324821,1.792,19.297583,0.6696,987.0222263,1.1784,240.0,363.35,21.450001,4.61,101.660004
2003-06-18,0.341429,1.7925,19.380665,0.6733,984.044611,1.1692,236.384613,357.35,21.75,4.57,101.57
2003-06-19,0.341786,1.775,19.342899,0.6707,984.6934948,1.172,229.692307,361.35,21.120001,4.58,100.019997
2003-06-20,0.342857,1.752,19.712992,0.6683,982.8689317,1.1608,230.846161,357.38,20.67,4.5527,99.440002
2003-06-23,0.340357,1.779,19.660122,0.6636,985.4232432,1.1561,229.769226,353.0,20.360001,4.56,98.419998
2003-06-24,0.335357,1.77,19.939577,0.6637,987.2062602,1.1513,230.230774,346.8,20.450001,4.52,98.519997
2003-06-25,0.340893,1.7695,19.486404,0.6679,983.3670465,1.1529,225.07692,347.4,20.040001,4.56,97.529999
2003-06-26,0.344464,1.836,19.660122,0.6645,978.064412,1.1428,224.230774,344.15,20.629999,4.53,98.800003
2003-06-27,0.334464,1.815,19.214502,0.6678,977.0037377,1.1434,220.153839,345.25,20.57,4.51,97.660004
2003-06-30,0.340357,1.816,19.297583,0.6736,978.7106926,1.1512,220.615387,346.4,20.809999,4.56,97.629997
2003-07-01,0.340893,1.8625,19.660122,0.6766,977.8955752,1.1563,220.230774,350.75,21.41,4.5748,98.529999
2003-07-02,0.344107,1.8925,20.090633,0.681,978.5020245,1.1539,220.07692,351.5,22.209999,4.64,99.769997
2003-07-03,0.341607,1.896,19.811178,0.681,975.0393802,1.1502,219.615387,351.15,21.719999,4.68,98.739998
2003-07-07,0.354821,1.9525,19.901814,0.6774,973.0663133,1.1316,225.153839,348.25,22.91,4.73,100.699997
2003-07-08,0.364286,2.0255,19.720545,0.6608,972.2354614,1.132,221.615387,344.45,23.15,4.74,101.150002
2003-07-09,0.355179,2.025,19.456194,0.6574,973.3327185,1.1351,218.307693,344.55,23.48,4.81,100.580002
2003-07-10,0.349643,1.9125,18.867069,0.6587,974.3197382,1.138,216.846161,345.45,22.91,4.81,99.300003
2003-07-11,0.354464,1.8825,19.191843,0.6592,975.754484,1.1291,216.307693,345.2,23.34,4.79,100.239998
2003-07-14,0.355357,1.9635,19.010574,0.6591,973.2585816,1.1283,215.692307,347.3,24.02,4.78,100.730003
2003-07-15,0.350179,1.9215,18.731117,0.6497,966.6393253,1.1179,212.846161,342.15,24.1,4.65,100.510002
2003-07-16,0.354821,1.884,18.217524,0.6562,965.7254711,1.122,210.615387,343.55,25.309999,4.66,99.919998
2003-07-17,0.373214,1.816,17.719032,0.6532,965.4792882,1.1213,208.461533,344.75,24.93,4.675,98.5
2003-07-18,0.3725,1.749,18.26284,0.6479,964.8530261,1.1269,213.692307,347.25,24.66,4.72,99.510002
2003-07-21,0.368036,1.7665,17.46979,0.652,958.0021249,1.1354,208.92308,351.75,24.059999,4.7575,98.279999
