,AAPL,AMZN,ATT,AUD,BOND,EUR,GE,GOLD,INTC,SILVER,SPY
2016-07-29,26.0525,37.940498,32.696377,0.7596,1087.174963,1.1174,239.538467,1351.28,34.860001,20.3363,217.119995
2016-08-01,26.512501,38.387001,32.613293,0.7536,1084.762728,1.1163,239.615387,1353.15,34.849998,20.445,216.940002
2016-08-02,26.120001,38.028999,32.598186,0.7609,1082.324521,1.1224,238.846161,1363.57,34.560001,20.6225,215.550003
2016-08-03,26.4475,37.731998,32.58308,0.7588,1082.059866,1.1149,239.461533,1358.18,34.25,20.4103,216.179993
2016-08-04,26.467501,38.038502,32.537766,0.7628,1084.526963,1.113,239.769226,1361.15,34.580002,20.354,216.410004
2016-08-05,26.870001,38.299,32.598186,0.7619,1080.77468,1.1086,240.615387,1336.0,34.98,19.7095,218.179993
2016-08-08,27.092501,38.327999,32.424473,0.7651,1081.212987,1.1088,240.538467,1335.31,35.040001,19.7375,218.050003
2016-08-09,27.202499,38.415501,32.537766,0.7673,1083.455541,1.1117,240.769226,1340.73,34.919998,19.8577,218.179993
2016-08-10,27.0,38.428001,32.628399,0.7703,1085.436665,1.1176,240.538467,1346.61,34.529999,20.153,217.639999
2016-08-11,26.9825,38.562,32.771904,0.7699,1081.712891,1.1137,240.692307,1338.78,34.68,19.9685,218.649994
2016-08-12,27.045,38.627998,32.688824,0.7652,1084.497045,1.1162,240.307693,1335.97,34.57,19.7125,218.460007
2016-08-15,27.370001,38.4245,32.492447,0.7674,1082.70546,1.1184,240.307693,1339.4,34.91,19.819,219.089996
2016-08-16,27.344999,38.202,31.691843,0.7695,1081.584544,1.1279,239.92308,1346.24,35.209999,19.7885,217.960007
2016-08-17,27.305,38.231499,31.616314,0.7655,1082.633744,1.1289,240.692307,1348.73,35.02,19.696,218.369995
2016-08-18,27.27,38.223,31.268883,0.7686,1084.060163,1.1354,241.769226,1352.36,34.970001,19.7525,218.860001
2016-08-19,27.34,37.865501,30.974319,0.7627,1081.775113,1.1325,240.384613,1341.47,35.240002,19.3075,218.539993
2016-08-22,27.127501,37.973999,30.898792,0.7626,1083.966702,1.132,240.92308,1339.09,35.360001,18.9102,218.529999
2016-08-23,27.2125,38.122501,30.853474,0.7615,1083.872122,1.1305,240.230774,1337.56,35.400002,18.8175,218.970001
2016-08-24,27.0075,37.862499,30.86858,0.7613,1083.559656,1.1264,240.153839,1324.13,35.150002,18.552,217.850006
2016-08-25,26.8925,37.960999,31.019636,0.7618,1082.40238,1.1285,240.07692,1321.97,35.09,18.5496,217.699997
2016-08-26,26.735001,38.450001,30.725077,0.7564,1079.407136,1.1198,240.230774,1321.18,35.259998,18.6563,217.289993
2016-08-29,26.705,38.564499,30.966766,0.7569,1083.09544,1.1189,241.230774,1323.38,35.549999,18.878,218.360001
2016-08-30,26.5,38.379002,30.883686,0.7509,1082.469799,1.1143,241.307693,1311.11,35.700001,18.6025,218.0
2016-08-31,26.525,38.458,30.876133,0.7517,1082.412556,1.1158,240.307693,1308.97,35.889999,18.655,217.380005
2016-09-01,26.682501,38.530998,30.936556,0.7551,1082.031401,1.1197,240.0,1313.89,36.02,18.8945,217.389999
2016-09-02,26.932501,38.622002,30.929003,0.7573,1080.492931,1.1156,240.692307,1325.21,36.080002,19.4475,218.369995
2016-09-06,26.924999,39.443501,31.140484,0.7687,1083.498892,1.1255,238.846161,1350.0,36.57,20.056,219.029999
2016-09-07,27.09,39.223999,31.170694,0.7673,1083.51045,1.1239,238.92308,1345.18,36.459999,19.7985,219.009995
2016-09-08,26.379999,39.202999,31.110271,0.7643,1079.175603,1.126,238.769226,1338.3,36.439999,19.62,218.509995
2016-09-09,25.782499,38.007,29.992447,0.7541,1075.765236,1.1233,231.615387,1327.83,35.439999,19.0495,213.279999
2016-09-12,26.360001,38.574501,30.747734,0.7566,1075.735372,1.1235,234.538467,1327.82,36.080002,19.111,216.339996
2016-09-13,26.987499,38.050499,30.188822,0.7464,1072.421894,1.122,229.615387,1319.05,35.610001,18.8678,213.229996
2016-09-14,27.942499,38.054501,30.128399,0.7469,1074.487523,1.125,228.461533,1322.94,35.619999,18.9618,213.149994
2016-09-15,28.8925,38.484501,30.551359,0.7515,1074.033533,1.1244,228.846161,1314.75,36.560001,18.9845,215.279999
2016-09-16,28.73,38.925999,30.362537,0.7491,1073.834166,1.1155,228.307693,1310.35,37.669998,18.7854,213.369995
2016-09-19,28.395,38.755001,30.256798,0.7534,1074.053669,1.1175,226.384613,1313.19,37.16,19.165,213.410004
2016-09-20,28.3925,39.011002,30.181269,0.7556,1074.474523,1.1151,228.230774,1314.84,37.139999,19.2502,213.419998
2016-09-21,28.387501,39.487,30.641994,0.7624,1075.536561,1.1189,229.615387,1335.17,37.450001,19.8415,215.820007
2016-09-22,28.655001,40.235001,31.049849,0.7643,1077.939037,1.1208,231.07692,1337.07,37.549999,19.8745,217.179993
2016-09-23,28.1775,40.287498,31.178247,0.7623,1078.698217,1.1226,229.92308,1337.56,37.189999,19.6894,215.990005
2016-09-26,28.219999,39.958,31.072508,0.7636,1079.732655,1.1254,227.230774,1337.95,36.650002,19.4494,214.240005
2016-09-27,28.272499,40.8055,31.314199,0.7667,1081.227635,1.1215,229.846161,1327.32,37.18,19.1483,215.570007
2016-09-28,28.487499,41.436001,30.853474,0.7692,1080.704224,1.1217,230.0,1321.54,37.439999,19.1912,216.639999
2016-09-29,28.045,41.452499,30.76284,0.7636,1081.261262,1.1222,227.153839,1320.37,37.32,19.1031,214.679993
2016-09-30,28.262501,41.865501,30.672205,0.7664,1078.572312,1.1235,227.846161,1315.87,37.75,19.174,216.300003
2016-10-03,28.129999,41.837002,30.793051,0.7675,1077.911783,1.1211,228.0,1311.6,37.66,18.8165,215.779999
2016-10-04,28.25,41.7015,30.135952,0.762,1074.73173,1.1204,226.92308,1268.44,37.540001,17.8048,214.679993
2016-10-05,28.262501,42.217999,29.57704,0.7622,1073.293858,1.1205,226.92308,1266.85,37.990002,17.7403,215.630005
2016-10-06,28.4725,42.083,29.539274,0.7585,1072.253267,1.1151,225.153839,1254.38,38.07,17.3182,215.779999
2016-10-07,28.514999,41.9715,29.358006,0.7582,1072.308232,1.1201,223.692307,1257.08,38.099998,17.5463,215.039993
2016-10-11,29.075001,41.549999,29.531721,0.7539,1071.172803,1.1054,222.461533,1252.8,37.27,17.4573,213.429993
2016-10-12,29.334999,41.704498,29.705439,0.7562,1070.423823,1.1007,222.307693,1255.25,37.130001,17.5295,213.710007
2016-10-13,29.245001,41.464001,29.735649,0.7569,1072.573395,1.1056,221.307693,1258.09,36.970001,17.4933,213.009995
2016-10-14,29.407499,41.147999,29.622356,0.7618,1069.962928,1.0972,222.230774,1251.03,37.450001,17.4211,213.119995
2016-10-17,29.387501,40.647499,29.660122,0.7629,1071.503854,1.1,221.92308,1255.85,37.290001,17.468,212.380005
2016-10-18,29.3675,40.8825,29.728098,0.7666,1072.441635,1.0981,222.92308,1262.5,37.75,17.6175,213.710007
2016-10-19,29.280001,40.884499,29.743202,0.7722,1072.522799,1.0974,223.538467,1269.23,35.509998,17.68,214.279999
2016-10-20,29.264999,40.515999,29.191843,0.7627,1072.667342,1.0929,223.615387,1265.76,35.43,17.5367,213.880005
2016-10-21,29.15,40.949501,28.31571,0.7608,1072.690279,1.0884,222.92308,1266.46,35.150002,17.5461,213.979996
2016-10-24,29.4125,41.904499,27.839878,0.7611,1071.566614,1.0882,222.461533,1264.44,35.259998,17.5944,214.889999
2016-10-25,29.5625,41.758999,27.719032,0.7646,1071.589657,1.0889,220.384613,1273.87,35.099998,17.7665,214.169998
2016-10-26,28.897499,41.129501,27.515106,0.7651,1069.663517,1.0908,222.07692,1267.1,34.919998,17.6285,213.740005
2016-10-27,28.620001,40.917999,27.583082,0.7589,1066.871731,1.0897,220.230774,1268.4,34.810001,17.629,213.169998
2016-10-28,28.43,38.816002,27.575529,0.7599,1066.59436,1.0985,224.769226,1275.47,34.740002,17.7584,212.539993
2016-10-31,28.385,39.491001,27.787008,0.7609,1067.30441,1.0981,223.846161,1277.21,34.869999,17.91,212.550003
2016-11-01,27.872499,39.2705,27.613293,0.7652,1067.766112,1.1055,222.153839,1288.2,34.52,18.3633,211.009995
2016-11-02,27.897499,38.278,27.46979,0.7661,1068.095699,1.1098,219.153839,1296.81,34.599998,18.4818,209.740005
2016-11-03,27.4575,38.351501,27.666162,0.7682,1067.311558,1.1105,217.538467,1302.7,33.93,18.3605,208.779999
2016-11-04,27.209999,37.752499,27.567976,0.7673,1068.411523,1.1141,218.769226,1305.06,33.610001,18.4274,208.550003
2016-11-07,27.602501,39.246498,27.802114,0.7728,1066.8519,1.1041,225.461533,1281.64,34.689999,18.1853,213.149994
2016-11-08,27.764999,39.387501,27.938066,0.7762,1065.055297,1.1026,226.307693,1275.68,34.740002,18.375,214.110001
2016-11-09,27.719999,38.594002,28.277946,0.7635,1054.502996,1.091,227.92308,1277.98,34.75,18.4895,216.380005
2016-11-10,26.9475,37.118999,27.620846,0.7613,1051.996602,1.0893,233.92308,1259.2,34.5,18.611,216.919998
2016-11-14,26.4275,35.953499,27.288521,0.7554,1045.757384,1.0737,234.692307,1221.35,34.48,16.9335,216.589996
2016-11-15,26.7775,37.161999,27.771902,0.7559,1045.757364,1.0722,236.538467,1228.73,34.91,17.077,218.279999
2016-11-16,27.497499,37.324501,28.058912,0.748,1046.843321,1.0691,236.461533,1224.99,34.84,16.9795,217.869995
2016-11-17,27.487499,37.82,28.255287,0.7406,1044.065243,1.0626,236.846161,1216.42,35.02,16.676,218.990005
2016-11-18,27.514999,38.007999,28.36858,0.7338,1040.481567,1.0588,235.92308,1207.89,34.950001,16.5673,218.5
2016-11-21,27.932501,39.0,28.504532,0.7369,1040.208189,1.063,237.461533,1214.23,34.98,16.593,220.149994
2016-11-22,27.950001,39.266499,29.116314,0.7402,1040.856918,1.0627,239.846161,1212.32,35.48,16.6502,220.580002
2016-11-23,27.807501,39.006001,29.252266,0.7385,1038.550032,1.0553,241.07692,1188.32,35.200001,16.3685,220.699997
2016-11-25,27.9475,39.018501,29.614803,0.7443,1037.83979,1.0589,241.846161,1183.56,35.439999,16.5315,221.520004
2016-11-28,27.8925,38.338501,29.864048,0.7482,1040.737364,1.0614,240.384613,1194.0,35.509998,16.609,220.479996
2016-11-29,27.865,38.125999,29.818731,0.7484,1042.028005,1.065,238.846161,1188.31,35.310001,16.6295,220.910004
2016-11-30,27.629999,37.5285,29.176737,0.7385,1039.121949,1.0589,236.615387,1173.2,34.700001,16.5112,220.380005
2016-12-01,27.372499,37.182499,29.365559,0.7415,1034.984824,1.0661,241.461533,1171.69,33.759998,16.518,219.570007
2016-12-02,27.475,37.016998,29.161631,0.7457,1037.9074,1.0664,241.07692,1177.43,34.16,16.7422,219.679993
2016-12-05,27.2775,37.967999,29.176737,0.7472,1038.039791,1.0764,239.307693,1170.38,34.389999,16.7528,221.0
2016-12-06,27.487499,38.236,29.720545,0.7461,1037.593285,1.0718,239.769226,1169.85,34.720001,16.7215,221.699997
2016-12-07,27.7575,38.521,30.551359,0.7482,1040.27743,1.0753,243.07692,1173.98,35.5,17.117,224.600006
2016-12-08,28.030001,38.366501,30.521149,0.7463,1038.352443,1.0615,242.538467,1170.78,35.700001,17.021,225.149994
2016-12-09,28.487499,38.432999,30.498489,0.7449,1034.444983,1.0561,244.461533,1159.86,35.759998,16.8623,226.509995
2016-12-12,28.325001,38.006001,31.057402,0.7497,1034.367298,1.0635,245.07692,1162.22,35.970001,17.0752,226.25
2016-12-13,28.797501,38.716999,31.23867,0.75,1034.457884,1.0626,244.153839,1158.54,36.799999,16.915,227.759995
2016-12-14,28.797501,38.441002,31.042295,0.7406,1031.998437,1.0536,242.307693,1142.95,36.549999,16.84,225.880005
2016-12-15,28.955,38.049999,31.344412,0.7358,1028.572381,1.0414,240.461533,1128.5,36.790001,15.9703,226.809998
2016-12-16,28.9925,37.8885,31.472811,0.7304,1027.375911,1.0451,244.230774,1134.88,36.310001,16.0959,225.039993
2016-12-19,29.16,38.299999,31.812689,0.7245,1030.541807,1.0402,245.538467,1138.21,36.889999,15.968,225.529999
2016-12-20,29.237499,38.561001,32.077038,0.7259,1029.508253,1.0388,248.07692,1132.35,37.209999,16.0988,226.399994
2016-12-21,29.264999,38.529999,31.993958,0.7238,1031.070444,1.0424,247.153839,1131.61,36.98,15.9333,225.770004
2016-12-22,29.0725,38.317001,32.265862,0.7217,1030.83556,1.0437,244.769226,1128.38,36.93,15.7937,225.380005
2016-12-23,29.129999,38.029499,32.273415,0.7176,1031.288801,1.0456,245.230774,1133.3,36.970001,15.7536,225.710007
2016-12-27,29.315001,38.57,32.21299,0.7185,1030.150607,1.0457,245.384613,1138.78,37.07,15.9695,226.270004
2016-12-28,29.190001,38.606499,32.114803,0.7177,1033.213538,1.0413,243.846161,1141.67,36.630001,16.0262,224.399994
2016-12-29,29.182501,38.2575,32.220543,0.7219,1035.089018,1.049,243.92308,1158.19,36.66,16.1602,224.350006
2016-12-30,28.955,37.4935,32.122356,0.7208,1037.504651,1.0517,243.07692,1147.5,36.27,15.9278,223.529999
2017-01-03,29.0375,37.683498,32.492447,0.7219,1037.064231,1.0405,243.769226,1158.84,36.599998,16.2965,225.240005
2017-01-04,29.004999,37.859001,32.303623,0.7283,1036.870573,1.0489,243.846161,1163.65,36.41,16.4325,226.580002
2017-01-05,29.1525,39.022499,32.21299,0.7338,1041.724875,1.0607,242.461533,1180.12,36.349998,16.585,226.399994
2017-01-06,29.477501,39.7995,31.20846,0.7301,1038.723652,1.0532,243.153839,1172.63,36.48,16.4912,227.210007
2017-01-09,29.747499,39.846001,30.81571,0.7354,1040.837951,1.0574,242.0,1181.1,36.610001,16.565,226.460007
2017-01-10,29.7775,39.794998,30.823263,0.7368,1040.538885,1.0554,241.307693,1187.88,36.540001,16.7889,226.460007
2017-01-11,29.9375,39.951,30.672205,0.7441,1041.126181,1.0582,242.07692,1191.62,36.950001,16.7315,227.100006
2017-01-12,29.8125,40.681999,30.974319,0.7484,1041.393428,1.0613,241.461533,1195.43,36.709999,16.782,226.529999
2017-01-13,29.76,40.856998,30.936556,0.7502,1040.030044,1.0643,241.230774,1197.34,36.790001,16.8235,227.050003
2017-01-17,30.0,40.486,31.049849,0.7567,1043.075664,1.0713,240.538467,1217.07,36.799999,17.1973,226.25
2017-01-18,29.997499,40.374001,30.81571,0.7505,1039.306584,1.063,240.230774,1204.3,36.759998,17.0595,226.75
2017-01-19,29.945,40.452,30.966766,0.7561,1035.727211,1.0664,240.07692,1204.85,36.57,17.02,225.910004
2017-01-20,30.0,40.4165,31.306646,0.7555,1035.86393,1.0703,234.846161,1210.32,36.939999,17.0907,226.740005
2017-01-23,30.02,40.894001,31.722054,0.7584,1039.594668,1.0765,228.846161,1218.23,36.77,17.2363,226.149994
2017-01-24,29.9925,41.122002,31.23867,0.7582,1035.77574,1.0731,230.769226,1208.94,37.619999,17.109,227.600006
2017-01-25,30.469999,41.826,31.26133,0.7572,1032.921606,1.0748,233.615387,1200.69,37.799999,16.9985,229.570007
2017-01-26,30.485001,41.9575,31.548338,0.7535,1034.043111,1.0682,233.230774,1188.5,37.560001,16.8073,229.330002
2017-01-27,30.487499,41.788502,31.729607,0.7551,1035.515105,1.0699,230.846161,1191.2,37.98,17.1416,228.970001
2017-01-30,30.407499,41.519001,31.586103,0.7555,1035.347958,1.0695,230.461533,1195.7,37.419998,17.123,227.550003
2017-01-31,30.3375,41.174,31.842899,0.7585,1036.609921,1.0798,228.461533,1210.72,36.82,17.5557,227.529999
2017-02-01,32.1875,41.6175,31.767372,0.7586,1035.170762,1.0769,228.384613,1209.84,36.52,17.5455,227.619995
2017-02-02,32.1325,41.997501,31.102718,0.7658,1035.600263,1.0759,228.307693,1215.96,36.68,17.485,227.770004
2017-02-03,32.27,40.509998,31.155588,0.768,1034.391843,1.0783,228.461533,1220.3,36.52,17.5129,229.339996
2017-02-06,32.572498,40.382,31.012085,0.766,1038.541093,1.075,228.153839,1235.53,36.27,17.739,228.929993
2017-02-07,32.8825,40.625,31.057402,0.7628,1039.581907,1.0683,227.384613,1233.85,36.349998,17.7085,228.940002
2017-02-08,33.009998,40.9855,31.125378,0.7645,1041.872452,1.0698,226.384613,1241.53,36.380001,17.777,229.240005
2017-02-09,33.105,41.068001,31.200907,0.7625,1038.906609,1.0655,227.615387,1228.36,35.459999,17.6495,230.600006
2017-02-10,33.029999,41.373001,31.253777,0.7674,1038.200439,1.0643,228.615387,1233.62,35.34,17.9487,231.509995
2017-02-13,33.322498,41.8265,30.702417,0.764,1037.233043,1.0598,231.07692,1225.26,35.799999,17.8235,232.770004
2017-02-14,33.755001,41.8195,30.777946,0.7663,1035.293612,1.0578,232.92308,1228.13,35.93,17.957,233.699997
2017-02-15,33.877499,42.134998,31.057402,0.771,1033.213588,1.0601,233.461533,1233.7,36.049999,17.989,234.919998
2017-02-16,33.837502,42.207001,31.155588,0.7694,1035.983749,1.0674,234.230774,1239.04,36.41,18.098,234.720001
2017-02-17,33.93,42.253502,31.329306,0.7664,1037.222139,1.0616,233.615387,1234.6,36.48,17.9969,235.089996
2017-02-21,34.174999,42.821999,31.518127,0.7675,1036.96598,1.0536,234.769226,1235.74,36.52,17.972,236.490005
2017-02-22,34.2775,42.780499,31.412388,0.7703,1037.482975,1.0558,233.307693,1237.44,36.07,18.027,236.279999
2017-02-23,34.1325,42.609501,31.68429,0.7715,1039.227192,1.0582,230.92308,1249.56,36.18,18.1875,236.440002
2017-02-24,34.165001,42.262001,31.993958,0.7676,1043.064994,1.0563,232.230774,1257.19,36.529999,18.3703,236.740005
2017-02-27,34.232498,42.431999,31.586103,0.7673,1040.421867,1.0587,230.307693,1252.73,36.509998,18.266,237.110001
2017-02-28,34.247501,42.251999,31.563444,0.7657,1040.781378,1.0576,229.307693,1248.44,36.200001,18.3125,236.470001
2017-03-01,34.947498,42.653999,31.752266,0.7677,1034.81937,1.0547,232.230774,1249.69,35.93,18.42,239.779999
2017-03-02,34.740002,42.445499,31.774923,0.7572,1033.274505,1.0507,232.230774,1234.25,35.91,17.7712,238.270004
2017-03-03,34.945,42.493999,31.729607,0.7596,1033.4626,1.0622,231.692307,1234.81,35.900002,17.9749,238.419998
2017-03-06,34.834999,42.330502,31.691843,0.7579,1033.593226,1.0582,230.769226,1225.29,35.57,17.7827,237.710007
2017-03-07,34.880001,42.300999,31.63142,0.7588,1032.179552,1.0566,229.692307,1215.86,35.799999,17.4935,237.0
2017-03-08,34.75,42.525002,31.548338,0.7528,1029.415236,1.0541,229.230774,1208.31,35.619999,17.2345,236.559998
2017-03-09,34.669998,42.650002,31.676737,0.7506,1026.218789,1.0577,228.153839,1201.24,35.82,16.966,236.860001
2017-03-10,34.785,42.623001,31.986404,0.7542,1026.991705,1.0673,232.92308,1204.64,35.91,17.0398,237.690002
2017-03-13,34.799999,42.7295,32.001511,0.7571,1025.459755,1.0653,229.692307,1204.3,35.16,16.9798,237.809998
2017-03-14,34.747501,42.626499,31.79003,0.7559,1025.778957,1.0604,227.230774,1199.12,35.18,16.8843,236.899994
2017-03-15,35.115002,42.648499,32.167675,0.7709,1031.175136,1.0734,228.92308,1219.88,35.099998,17.346,238.949997
2017-03-16,35.172501,42.671001,32.054382,0.7678,1030.430177,1.0766,228.846161,1226.61,35.139999,17.3182,238.479996
2017-03-17,34.997501,42.615501,32.182777,0.7704,1031.446773,1.0738,229.846161,1229.26,35.27,17.404,237.029999
2017-03-20,35.365002,42.848499,32.039276,0.7731,1033.077891,1.0739,228.769226,1234.24,35.43,17.4314,236.770004
2017-03-21,34.959999,42.16,31.782476,0.7691,1035.156559,1.0811,226.07692,1244.81,35.040001,17.5294,233.729996
2017-03-22,35.355,42.403,31.457705,0.7678,1037.125232,1.0797,227.153839,1248.84,35.369999,17.5412,234.279999
2017-03-23,35.23,42.368999,31.457705,0.7627,1035.957991,1.0783,227.846161,1245.2,35.27,17.5895,234.029999
2017-03-24,35.16,42.280499,31.480364,0.7623,1036.900083,1.0798,228.615387,1243.57,35.16,17.763,233.860001
2017-03-27,35.220001,42.341,31.336859,0.7618,1038.154292,1.0864,226.461533,1254.86,35.389999,18.1105,233.619995
2017-03-28,35.950001,42.799999,31.389729,0.7633,1035.842019,1.0814,227.846161,1251.82,35.599998,18.195,235.320007
2017-03-29,36.029999,43.716,31.306646,0.767,1037.314603,1.0766,228.307693,1253.45,35.57,18.244,235.539993
2017-03-30,35.982498,43.817001,31.540785,0.7641,1035.721285,1.0674,229.769226,1242.64,35.75,18.1163,236.289993
2017-03-31,35.915001,44.327,31.382175,0.7629,1036.860386,1.0652,229.230774,1249.2,36.07,18.2664,235.740005
2017-04-03,35.924999,44.5755,31.397282,0.7605,1039.450798,1.067,229.846161,1253.5,36.16,18.271,235.330002
2017-04-04,36.192501,45.341499,31.487915,0.7565,1039.257215,1.0674,230.92308,1256.28,36.279999,18.3105,235.479996
2017-04-05,36.005001,45.464001,31.351965,0.757,1038.970038,1.0663,230.538467,1255.76,36.220001,18.314,234.779999
2017-04-06,35.915001,44.914001,30.664654,0.7545,1039.577468,1.0644,230.230774,1251.7,36.029999,18.2621,235.440002
2017-04-07,35.834999,44.743999,30.657101,0.75,1037.808252,1.0591,230.692307,1254.53,36.029999,18.0305,235.199997
2017-04-10,35.7925,45.352001,30.498489,0.7501,1038.498823,1.0596,230.846161,1254.68,35.799999,17.9535,235.339996
2017-04-11,35.407501,45.118,30.44562,0.7499,1042.06923,1.0605,231.07692,1274.86,35.740002,18.3395,235.059998
2017-04-12,35.450001,44.811501,30.634441,0.7522,1042.020859,1.0665,229.0,1286.78,35.630001,18.493,234.029999
2017-04-13,35.262501,44.233501,30.42296,0.7568,1045.142762,1.0613,227.384613,1287.92,35.25,18.544,232.509995
2017-04-17,35.4575,45.099499,30.438066,0.7589,1044.210533,1.0643,228.0,1284.71,35.48,18.4181,234.570007
2017-04-18,35.299999,45.188999,30.400303,0.756,1047.78323,1.073,229.538467,1289.76,35.77,18.303,233.869995
2017-04-19,35.169998,44.959999,30.400303,0.7497,1046.518371,1.0711,230.769226,1280.21,35.91,18.146,233.440002
2017-04-20,35.610001,45.103001,30.483383,0.7527,1044.131892,1.0717,232.846161,1281.9,36.18,18.0331,235.339996
2017-04-21,35.567501,44.926498,30.158609,0.7541,1044.436305,1.0728,227.307693,1284.44,36.32,17.932,234.589996
2017-04-24,35.91,45.370499,30.226585,0.7571,1042.632342,1.0868,227.307693,1276.31,36.75,17.939,237.169998
2017-04-25,36.1325,45.381001,30.166162,0.7535,1039.520473,1.0926,226.538467,1264.13,36.869999,17.607,238.550003
2017-04-26,35.919998,45.4645,30.543806,0.7474,1040.380816,1.0904,225.07692,1269.22,36.93,17.4927,238.399994
2017-04-27,35.947498,45.918999,30.143505,0.7465,1041.292802,1.0873,223.692307,1264.3,37.43,17.2675,238.600006
2017-04-28,35.912498,46.2495,29.932024,0.7488,1042.064383,1.0895,223.0,1268.28,36.150002,17.2154,238.080002
2017-05-01,36.645,47.411499,29.531721,0.7526,1039.649609,1.0899,222.615387,1256.58,36.310001,16.8567,238.679993
2017-05-02,36.877499,47.347,29.418428,0.7536,1041.432898,1.093,223.0,1256.76,36.970001,16.8335,238.770004
2017-05-03,36.764999,47.051498,29.003021,0.7423,1040.974598,1.0886,224.846161,1238.17,36.98,16.4735,238.479996
2017-05-04,36.6325,46.876499,28.70846,0.7409,1038.576499,1.0985,224.615387,1228.16,36.849998,16.327,238.759995
2017-05-05,37.240002,46.7075,29.123867,0.7424,1038.927734,1.0998,224.769226,1228.01,36.82,16.343,239.699997
2017-05-08,38.252499,47.452,29.13142,0.7387,1037.883963,1.0924,223.615387,1226.23,36.540001,16.231,239.660004
2017-05-09,38.497501,47.640999,28.867069,0.7345,1036.363472,1.0874,222.538467,1221.23,36.369999,16.1922,239.440002
2017-05-10,38.314999,47.447498,29.040785,0.7367,1036.22233,1.0868,220.769226,1219.1,36.009998,16.198,239.869995
2017-05-11,38.487499,47.381001,29.033234,0.7379,1036.6099,1.0861,222.07692,1225.04,35.689999,16.3385,239.380005
2017-05-12,39.025002,48.067501,29.070997,0.7387,1040.251965,1.0931,217.461533,1228.43,35.529999,16.4672,238.979996
2017-05-15,38.924999,47.898499,29.146526,0.7413,1040.229453,1.0975,216.769226,1230.82,35.630001,16.633,240.300003
2017-05-16,38.8675,48.303501,28.844412,0.7426,1040.828655,1.1083,215.692307,1237.24,35.82,16.856,240.080002
2017-05-17,37.5625,47.237999,28.293051,0.7432,1046.488849,1.1159,210.846161,1261.36,35.040001,16.905,235.820007
2017-05-18,38.134998,47.9245,28.663141,0.7419,1044.994398,1.1103,211.384613,1247.07,35.220001,16.585,236.770004
2017-05-19,38.264999,47.992001,28.882175,0.7459,1044.473975,1.1206,215.769226,1255.93,35.400002,16.87,238.309998
2017-05-22,38.497501,48.533501,28.889729,0.7477,1044.274723,1.1237,216.769226,1260.63,35.77,17.167,239.520004
2017-05-23,38.450001,48.577,28.935045,0.7478,1042.439446,1.1183,217.538467,1251.22,35.860001,17.0646,240.050003
2017-05-24,38.334999,49.017502,28.814199,0.7503,1043.374187,1.1219,214.07692,1258.73,36.119999,17.2346,240.610001
2017-05-25,38.467499,49.668999,28.874622,0.7454,1044.060199,1.121,211.461533,1255.67,36.259998,17.1657,241.759995
2017-05-26,38.4025,49.789001,28.79154,0.7448,1044.042167,1.1183,211.153839,1266.76,36.259998,17.352,241.710007
2017-05-30,38.4175,49.834999,29.116314,0.7465,1045.90763,1.1186,210.461533,1263.09,36.18,17.405,241.5
2017-05-31,38.189999,49.730999,29.101208,0.743,1046.82575,1.1244,210.615387,1268.92,36.110001,17.3278,241.440002
2017-06-01,38.294998,49.797501,29.358006,0.7374,1045.751976,1.1213,213.230774,1265.96,36.119999,17.295,243.360001
2017-06-02,38.862499,50.336498,29.358006,0.7443,1048.542186,1.1279,214.461533,1279.17,36.32,17.555,244.169998
2017-06-05,38.482498,50.567001,29.312689,0.7487,1047.442573,1.1254,215.230774,1279.8,36.34,17.5455,243.990005
2017-06-06,38.612499,50.150002,29.252266,0.7506,1049.156182,1.1277,214.846161,1294.39,36.130001,17.715,243.210007
2017-06-07,38.842499,50.503502,29.274923,0.7549,1047.591443,1.1257,212.92308,1287.15,36.259998,17.6042,243.660004
2017-06-08,38.747501,50.5135,29.07855,0.7547,1046.611263,1.1214,212.230774,1278.01,36.48,17.4394,243.779999
2017-06-09,37.244999,48.915501,29.297583,0.7527,1046.194722,1.1195,214.92308,1266.76,35.709999,17.2063,243.410004
2017-06-12,36.355,48.245499,29.509064,0.7541,1045.34934,1.1203,222.615387,1266.18,35.73,16.962,243.360001
2017-06-13,36.647499,49.039501,29.214502,0.7537,1045.537612,1.1211,218.846161,1266.55,35.880001,16.8594,244.550003
2017-06-14,36.290001,48.823502,29.244713,0.7585,1049.352659,1.1218,220.692307,1260.86,35.529999,16.8992,244.240005
2017-06-15,36.072498,48.2085,29.335346,0.7579,1047.861412,1.1145,222.615387,1253.98,35.310001,16.7515,243.770004
2017-06-16,35.567501,49.385502,29.425982,0.7621,1048.224797,1.1198,223.07692,1253.73,35.209999,16.703,242.639999
2017-06-19,36.584999,49.758499,29.388218,0.76,1046.961316,1.1149,221.538467,1243.84,35.509998,16.503,244.660004
2017-06-20,36.252499,49.629501,29.199396,0.758,1049.007996,1.1134,216.384613,1243.01,34.860001,16.4663,243.009995
2017-06-21,36.467499,50.1115,28.814199,0.7553,1048.818582,1.1168,213.692307,1246.48,34.580002,16.4673,242.949997
2017-06-22,36.407501,50.064999,28.776436,0.7542,1048.835684,1.1152,211.92308,1250.51,34.360001,16.5554,242.839996
